dyad,country1_code,country2_code,year,geo_score,number_of_events,geo_score_dyn,cum_events,weight,geo_score_ma
ARG-BRA,ARG,BRA,1980,0.7833333333333333,3,0.3544960732409888,7.612430414842517,0.394092272311702,0.5428571428571428
ARG-BRA,ARG,BRA,1981,0.125,2,0.2918666757126899,7.328701290389762,0.2728996476664468,0.5666666666666668
ARG-BRA,ARG,BRA,1982,0.6333333333333333,3,0.4178677235545474,8.130090903272833,0.3689995641736707,0.5625
ARG-BRA,ARG,BRA,1983,0.5166666666666667,3,0.4519713548103488,8.691063632290984,0.3451821465043391,0.4625
ARG-BRA,ARG,BRA,1984,0.65,2,0.5009656406010445,8.08374454260369,0.2474100943516234,0.59375
ARG-BRA,ARG,BRA,1985,0.85,1,0.5533840542595094,6.658621179822582,0.1501812421812296,0.6166666666666668
ARG-BRA,ARG,BRA,1986,0.825,2,0.6349377325814893,6.661034825875807,0.3002536471106103,0.76
ARG-BRA,ARG,BRA,1987,0.75,2,0.6694768372746052,6.662724378113064,0.3001775079530478,0.8
ARG-BRA,ARG,BRA,1988,0.75,2,0.6936437897677435,6.663907064679145,0.3001242335146966,0.775
ARG-BRA,ARG,BRA,1989,0.775,2,0.718057726976133,6.664734945275401,0.3000869526578533,0.7583333333333333
ARG-BRA,ARG,BRA,1990,0.85,3,0.7696964198242524,7.66531446169278,0.3913733761338071,0.7999999999999999
ARG-BRA,ARG,BRA,1991,0.875,2,0.7982893010129594,7.365720123184946,0.2715281013331793,0.8357142857142856
ARG-BRA,ARG,BRA,1992,0.5333333333333333,3,0.7008312940483812,8.156004086229462,0.3678271820713256,0.7375
ARG-BRA,ARG,BRA,1993,0.525,4,0.628392270339755,9.709202860360625,0.4119802683627758,0.6055555555555556
ARG-BRA,ARG,BRA,1994,0.825,2,0.6730939189403826,8.796442002252435,0.2273646548784015,0.5944444444444444
ARG-BRA,ARG,BRA,1995,0.3875,4,0.5606277984970971,10.157509401576704,0.3937973219477501,0.53
ARG-BRA,ARG,BRA,1996,0.6,3,0.5723106478452997,10.110256581103693,0.2967283743923048,0.5555555555555556
ARG-BRA,ARG,BRA,1997,0.3375,4,0.4875198775659276,11.077179606772583,0.361102748352514,0.4272727272727272
ARG-BRA,ARG,BRA,1998,0.4,4,0.4577360810640334,11.754025724740808,0.3403089370121491,0.4318181818181818
ARG-BRA,ARG,BRA,1999,-0.0625,4,0.2875549152165656,12.227818007318564,0.3271229582911628,0.225
ARG-BRA,ARG,BRA,2000,0.65,3,0.3816193497711673,11.559472605122997,0.2595274111961165,0.3
ARG-BRA,ARG,BRA,2001,-0.5833333333333333,3,0.1206245424829862,11.091630823586096,0.2704742023707253,-0.0049999999999999
ARG-BRA,ARG,BRA,2002,0.4083333333333333,6,0.2460412083539684,13.764141576510266,0.4359153069334548,0.2208333333333333
ARG-BRA,ARG,BRA,2003,0.6833333333333333,3,0.3498707968758707,12.634899103557183,0.2374375905507144,0.2291666666666666
ARG-BRA,ARG,BRA,2004,0.7375,4,0.4705859152771122,12.844429372490028,0.31141905054709,0.573076923076923
ARG-BRA,ARG,BRA,2005,0.26,5,0.3953288208252342,13.99110056074302,0.357370028061214,0.525
ARG-BRA,ARG,BRA,2006,0.6625,4,0.4728047165584685,13.793770392520113,0.2899859781752683,0.5307692307692308
ARG-BRA,ARG,BRA,2007,0.3,5,0.4138496913566592,14.65563927476408,0.3411656022818212,0.3892857142857143
ARG-BRA,ARG,BRA,2008,0.6333333333333333,3,0.4635105657443645,13.258947492334856,0.2262623033792337,0.5041666666666668
ARG-BRA,ARG,BRA,2009,0.1666666666666666,3,0.3909991571462172,12.281263244634395,0.244274545724006,0.3545454545454545
ARG-BRA,ARG,BRA,2010,0.4375,4,0.4057649807745041,12.596884271244075,0.317538838483348,0.415
ARG-BRA,ARG,BRA,2011,0.125,6,0.2920782171692411,14.817818989870853,0.4049178900148175,0.2307692307692307
ARG-BRA,ARG,BRA,2012,0.25,4,0.2803674374553557,14.372473292909596,0.2783097883349923,0.25
ARG-BRA,ARG,BRA,2013,0.35,4,0.3001765244890297,14.060731305036716,0.2844802246215425,0.225
ARG-BRA,ARG,BRA,2014,0.5125,4,0.3615305552711181,13.8425119135257,0.2889648948823766,0.3708333333333333
ARG-BRA,ARG,BRA,2015,0.325,4,0.3508567203164719,13.689758339467993,0.2921892337915037,0.3958333333333333
ARG-BRA,ARG,BRA,2016,0.4625,4,0.3837344852001367,13.582830837627592,0.2944894218161851,0.4333333333333333
ARG-BRA,ARG,BRA,2017,0.7166666666666667,3,0.4635872206319216,12.507981586339314,0.2398468513318306,0.4818181818181818
ARG-BRA,ARG,BRA,2018,0.525,4,0.4828455358584551,12.75558711043752,0.3135880744154001,0.5545454545454546
ARG-BRA,ARG,BRA,2019,-0.0142857142857142,7,0.2643799573912902,15.928910977306264,0.4394525156159652,0.2964285714285714
ARG-BRA,ARG,BRA,2020,0.0,4,0.1945777634181876,15.150237684114384,0.2640222604688345,0.1333333333333333
ARG-BRA,ARG,BRA,2021,0.1666666666666666,3,0.1884232418252326,13.605166378880067,0.220504469879695,0.0285714285714285
ARG-BRA,ARG,BRA,2022,0.1,4,0.1622695152528575,13.523616465216046,0.2957788702665709,0.0818181818181818
ARG-BRA,ARG,BRA,2023,0.35,5,0.227153929465853,14.46653152565123,0.345625348490361,0.2208333333333333
ARG-BRA,ARG,BRA,2024,-0.2299999999999999,5,0.076044369609166,15.12657206795586,0.3305441561734931,0.0714285714285714
ARG-CAN,ARG,CAN,1950,,0,0.0,0.0,0.0,
ARG-CAN,ARG,CAN,1951,0.7,1,0.7,1.0,1.0,0.7
ARG-CAN,ARG,CAN,1952,,0,0.4899999999999999,0.7,0.0,0.7
ARG-CAN,ARG,CAN,1953,,0,0.3429999999999999,0.4899999999999999,0.0,0.7
ARG-CAN,ARG,CAN,1954,,0,0.2400999999999999,0.3429999999999999,0.0,
ARG-CAN,ARG,CAN,1955,0.4,1,0.3690412144181921,1.2401,0.8063865817272801,0.4
ARG-CAN,ARG,CAN,1956,,0,0.2583288500927344,0.8680699999999999,0.0,0.4
ARG-CAN,ARG,CAN,1957,,0,0.1808301950649141,0.6076489999999999,0.0,0.4
ARG-CAN,ARG,CAN,1958,,0,0.1265811365454398,0.4253542999999999,0.0,
ARG-CAN,ARG,CAN,1959,,0,0.0886067955818079,0.2977480099999999,0.0,
ARG-CAN,ARG,CAN,1960,0.315,2,0.2936337693024272,2.208423607,0.9056233567059492,0.315
ARG-CAN,ARG,CAN,1961,0.5,1,0.3746921425234986,2.5458965249,0.3927889410349381,0.3766666666666666
ARG-CAN,ARG,CAN,1962,,0,0.262284499766449,1.7821275674299997,0.0,0.3766666666666666
ARG-CAN,ARG,CAN,1963,,0,0.1835991498365143,1.2474892972009997,0.0,0.5
ARG-CAN,ARG,CAN,1964,,0,0.12851940488556,0.8732425080406997,0.0,
ARG-CAN,ARG,CAN,1965,,0,0.0899635834198919,0.6112697556284897,0.0,
ARG-CAN,ARG,CAN,1966,,0,0.0629745083939243,0.4278888289399428,0.0,
ARG-CAN,ARG,CAN,1967,0.35,1,0.2838445296728993,1.29952218025796,0.7695136067639079,0.35
ARG-CAN,ARG,CAN,1968,0.35,1,0.3184869680581254,1.909665526180572,0.5236519098713851,0.35
ARG-CAN,ARG,CAN,1969,0.65,1,0.4603552811978176,2.3367658683264003,0.4279418890674757,0.45
ARG-CAN,ARG,CAN,1970,0.65,1,0.5323066113172908,2.63573610782848,0.3794006528308618,0.5499999999999999
ARG-CAN,ARG,CAN,1971,0.5,1,0.5209510971322779,2.845015275479936,0.3514919616139166,0.6
ARG-CAN,ARG,CAN,1972,0.65,1,0.5640894697200034,2.9915106928359547,0.3342792664571756,0.6
ARG-CAN,ARG,CAN,1973,0.75,1,0.6241757904112584,3.0940574849851683,0.3232002006597474,0.6333333333333333
ARG-CAN,ARG,CAN,1974,0.8,1,0.6797137191404374,3.1658402394896177,0.3158719089884382,0.7333333333333334
ARG-CAN,ARG,CAN,1975,0.7,1,0.6860214693643474,3.216088167642732,0.3109367492039129,0.75
ARG-CAN,ARG,CAN,1976,0.675,4,0.6789691526560208,6.251261717349912,0.6398708262202968,0.7000000000000001
ARG-CAN,ARG,CAN,1977,0.35,3,0.5451672158681571,7.375883202144938,0.4067309524542887,0.55625
ARG-CAN,ARG,CAN,1978,0.2166666666666666,3,0.424441089105205,8.163118241501456,0.3675066207846825,0.44
ARG-CAN,ARG,CAN,1979,-0.025,2,0.3079177702882478,7.714182769051019,0.2592627190561153,0.2062499999999999
ARG-CAN,ARG,CAN,1980,0.2166666666666666,3,0.2753278108416453,8.399927938335713,0.3571459210154121,0.1562499999999999
ARG-CAN,ARG,CAN,1981,0.7,1,0.3370538722974967,6.879949556834998,0.1453499028937695,0.2166666666666666
ARG-CAN,ARG,CAN,1982,-0.1833333333333333,3,0.1373137661359457,7.815964689784499,0.3838297790573457,0.1142857142857142
ARG-CAN,ARG,CAN,1983,0.475,2,0.2277108512208714,7.471175282849149,0.2676954996078335,0.1833333333333333
ARG-CAN,ARG,CAN,1984,0.525,2,0.3099505301722234,7.229822697994404,0.2766319567635886,0.2071428571428571
ARG-CAN,ARG,CAN,1985,0.85,1,0.3990547256308226,6.060875888596082,0.1649926542600159,0.5700000000000001
ARG-CAN,ARG,CAN,1986,,0,0.2793383079415758,4.242613122017257,0.0,0.6333333333333333
ARG-CAN,ARG,CAN,1987,0.525,2,0.3781995294819515,4.969829185412079,0.4024283180336645,0.6333333333333333
ARG-CAN,ARG,CAN,1988,0.7,1,0.4500479468627315,4.478880429788456,0.2232700818153414,0.5833333333333334
ARG-CAN,ARG,CAN,1989,0.4,1,0.4379450861605184,4.135216300851919,0.2418253187370112,0.5375
ARG-CAN,ARG,CAN,1990,0.5166666666666667,3,0.4780093283129739,5.894651410596343,0.5089359473585053,0.53
ARG-CAN,ARG,CAN,1991,0.5166666666666667,3,0.4942832336099273,7.12625598741744,0.4209784219507391,0.5000000000000001
ARG-CAN,ARG,CAN,1992,0.6,2,0.5245382508314635,6.988379191192208,0.286189393174414,0.5375000000000001
ARG-CAN,ARG,CAN,1993,0.6166666666666667,3,0.5595597865916492,7.891865433834545,0.3801382607384808,0.575
ARG-CAN,ARG,CAN,1994,0.5333333333333333,3,0.5503297845730751,8.524305803684182,0.3519348166396621,0.58125
ARG-CAN,ARG,CAN,1995,0.75,3,0.6171313577724036,8.967014062578928,0.3345595288535987,0.6333333333333333
ARG-CAN,ARG,CAN,1996,0.6166666666666667,3,0.6169810843148964,9.27690984380525,0.3233835458693479,0.6333333333333333
ARG-CAN,ARG,CAN,1997,0.7125,4,0.6533906137102261,10.493836890663674,0.3811761171510855,0.695
ARG-CAN,ARG,CAN,1998,0.625,2,0.6473149517959458,9.34568582346457,0.2140024860431883,0.6611111111111111
ARG-CAN,ARG,CAN,1999,0.75,1,0.6609300829900772,7.541980076425199,0.132591174978811,0.6928571428571428
ARG-CAN,ARG,CAN,2000,0.6166666666666667,3,0.6448914240711427,8.279386053497639,0.3623457078357453,0.6416666666666667
ARG-CAN,ARG,CAN,2001,0.375,2,0.5756491708810839,7.795570237448347,0.2565559592282811,0.5583333333333333
ARG-CAN,ARG,CAN,2002,-0.325,2,0.3340878594550697,7.456899166213843,0.2682079984481643,0.2785714285714286
ARG-CAN,ARG,CAN,2003,-0.35,1,0.2241028721406509,6.21982941634969,0.1607761134688614,-0.05
ARG-CAN,ARG,CAN,2004,0.4,3,0.2958597326194494,7.353880591444782,0.4079478804007346,0.0333333333333333
ARG-CAN,ARG,CAN,2005,-0.45,1,0.1745366782704313,6.147716414011347,0.1626620248326493,0.08
ARG-CAN,ARG,CAN,2006,0.3,3,0.226072933769183,7.303401489807943,0.4107675039071268,0.2357142857142857
ARG-CAN,ARG,CAN,2007,0.55,2,0.3171611542339032,7.112381042865559,0.2811997821750851,0.2583333333333333
ARG-CAN,ARG,CAN,2008,0.4666666666666667,3,0.373375626209719,7.978666730005891,0.3760026708118669,0.425
ARG-CAN,ARG,CAN,2009,0.525,2,0.4133553335919389,7.585066711004123,0.2636759933961394,0.5071428571428571
ARG-CAN,ARG,CAN,2010,0.1825,4,0.3141645389858375,9.309546697702883,0.4296664628135968,0.3533333333333333
ARG-CAN,ARG,CAN,2011,0.15,4,0.2517248728477549,10.51668268839202,0.3803480734866207,0.238
ARG-CAN,ARG,CAN,2012,-0.4166666666666667,3,0.0582065410290349,10.361677881874414,0.2895283982189672,0.0072727272727272
ARG-CAN,ARG,CAN,2013,-0.35,3,-0.0612315530967776,10.25317451731209,0.2925923083562672,-0.1699999999999999
ARG-CAN,ARG,CAN,2014,0.475,2,0.0556298552082806,9.17722216211846,0.2179308689132052,-0.1687499999999999
ARG-CAN,ARG,CAN,2015,0.22,2,0.0946538489435167,8.424055513482923,0.2374153395355654,0.0485714285714286
ARG-CAN,ARG,CAN,2016,0.4666666666666667,3,0.2200959830320218,8.896838859438045,0.3371984192809681,0.3985714285714286
ARG-CAN,ARG,CAN,2017,0.4166666666666667,3,0.2840021002863578,9.227787201606631,0.3251050262058141,0.38625
ARG-CAN,ARG,CAN,2018,0.5,6,0.3880185127273406,12.45945104112464,0.4815621474971834,0.4708333333333334
ARG-CAN,ARG,CAN,2019,0.39,5,0.3887405440507008,13.721615728787247,0.3643885748462009,0.4428571428571429
ARG-CAN,ARG,CAN,2020,0.45,3,0.4033201916323006,12.605131010151071,0.237998319698864,0.45
ARG-CAN,ARG,CAN,2021,0.1833333333333333,3,0.3475029246591626,11.82359170710575,0.2537300064410256,0.35
ARG-CAN,ARG,CAN,2022,0.45,4,0.3808990739937349,12.276514194974023,0.3258253879295468,0.37
ARG-CAN,ARG,CAN,2023,0.2625,4,0.3432928452257281,12.593559936481816,0.3176226595319206,0.3090909090909091
ARG-CAN,ARG,CAN,2024,0.5625,4,0.4117122724423502,12.815491955537272,0.3121222356408795,0.425
ARG-CHN,ARG,CHN,1950,,0,0.0,0.0,0.0,
ARG-CHN,ARG,CHN,1951,,0,0.0,0.0,0.0,
ARG-CHN,ARG,CHN,1952,,0,0.0,0.0,0.0,
ARG-CHN,ARG,CHN,1953,,0,0.0,0.0,0.0,
ARG-CHN,ARG,CHN,1954,,0,0.0,0.0,0.0,
ARG-CHN,ARG,CHN,1955,,0,0.0,0.0,0.0,
ARG-CHN,ARG,CHN,1956,,0,0.0,0.0,0.0,
ARG-CHN,ARG,CHN,1957,,0,0.0,0.0,0.0,
ARG-CHN,ARG,CHN,1958,,0,0.0,0.0,0.0,
ARG-CHN,ARG,CHN,1959,,0,0.0,0.0,0.0,
ARG-CHN,ARG,CHN,1960,,0,0.0,0.0,0.0,
ARG-CHN,ARG,CHN,1961,-0.025,2,-0.025,2.0,1.0,-0.025
ARG-CHN,ARG,CHN,1962,,0,-0.0174999999999999,1.4,0.0,-0.025
ARG-CHN,ARG,CHN,1963,,0,-0.0122499999999999,0.98,0.0,-0.025
ARG-CHN,ARG,CHN,1964,0.475,2,0.350557148175726,2.686,0.7446016381236039,0.475
ARG-CHN,ARG,CHN,1965,,0,0.2453900037230081,1.8802,0.0,0.475
ARG-CHN,ARG,CHN,1966,,0,0.1717730026061057,1.31614,0.0,0.475
ARG-CHN,ARG,CHN,1967,,0,0.1202411018242739,0.9212979999999998,0.0,
ARG-CHN,ARG,CHN,1968,,0,0.0841687712769917,0.6449085999999998,0.0,
ARG-CHN,ARG,CHN,1969,,0,0.0589181398938942,0.4514360199999998,0.0,
ARG-CHN,ARG,CHN,1970,,0,0.0412426979257259,0.3160052139999998,0.0,
ARG-CHN,ARG,CHN,1971,0.425,2,0.3867826506525531,2.2212036498,0.9004127110002194,0.425
ARG-CHN,ARG,CHN,1972,0.65,2,0.5348721062531054,3.55484255486,0.5626128215624351,0.5375
ARG-CHN,ARG,CHN,1973,0.4,1,0.4962089652527733,3.488389788402,0.286665212507141,0.51
ARG-CHN,ARG,CHN,1974,0.4666666666666667,3,0.4799228633590697,5.441872851881399,0.5512807964564664,0.5166666666666667
ARG-CHN,ARG,CHN,1975,0.5,3,0.4887683118861482,6.809310996316979,0.4405732094807595,0.4714285714285714
